Cluster,desmat_area,frp_anual_queimadas,rebanho,venda_comb,frota,consumo_energia_industrial,area_colhida,area_destinada_colheita
1,-0.6418846650884507,-0.6064548991691205,-0.7133554546058485,-0.2653657847106906,-0.18364327490007548,-0.24870256827453396,-0.5675681956076357,-0.5658349524842095
2,-0.37229737004084945,-0.35538315896794254,0.08773897957590672,0.6355669427928081,0.6283524796364537,0.4540732218251695,0.4284129525063482,0.4224296437453347
3,0.6675621838367626,0.6325327538608118,0.49114710116643284,-0.11875913286338584,-0.17644378364317034,-0.04050968470668441,0.2114696704525526,0.21316139249049004
