Estado,Ano,Animal,Quantidade
PA,2016,Bovino,20476783.0
PA,2016,Bubalino,519586.0
PA,2016,Equino,380845.0
PA,2016,Suíno - total,636859.0
PA,2016,Suíno - matrizes de suínos,165545.0
PA,2016,Caprino,80965.0
PA,2016,Ovino,280063.0
PA,2016,Galináceos - total,26378888.0
PA,2016,Galináceos - galinhas,3288844.0
PA,2016,Codornas,21308.0
PA,2017,Bovino,20585367.0
PA,2017,Bubalino,513406.0
PA,2017,Equino,351806.0
PA,2017,Suíno - total,720365.0
PA,2017,Suíno - matrizes de suínos,164529.0
PA,2017,Caprino,83234.0
PA,2017,Ovino,252514.0
PA,2017,Galináceos - total,25537726.0
PA,2017,Galináceos - galinhas,3901530.0
PA,2017,Codornas,13957.0
PA,2018,Bovino,20628651.0
PA,2018,Bubalino,519072.0
PA,2018,Equino,429310.0
PA,2018,Suíno - total,725414.0
PA,2018,Suíno - matrizes de suínos,160478.0
PA,2018,Caprino,81824.0
PA,2018,Ovino,265826.0
PA,2018,Galináceos - total,27820116.0
PA,2018,Galináceos - galinhas,4193517.0
PA,2018,Codornas,11848.0
AP,2003,Bovino,81674.0
AP,2003,Bubalino,155026.0
AP,2003,Equino,3462.0
AP,2003,Suíno - total,15354.0
AP,2003,Suíno - matrizes de suínos,0.0
AP,2003,Caprino,1080.0
AP,2003,Ovino,1070.0
AP,2003,Galináceos - total,36795.0
AP,2003,Galináceos - galinhas,0.0
AP,2003,Codornas,0.0
AP,2004,Bovino,82243.0
AP,2004,Bubalino,165010.0
AP,2004,Equino,3706.0
AP,2004,Suíno - total,17066.0
AP,2004,Suíno - matrizes de suínos,0.0
AP,2004,Caprino,1373.0
AP,2004,Ovino,1139.0
AP,2004,Galináceos - total,36612.0
AP,2004,Galináceos - galinhas,0.0
AP,2004,Codornas,0.0
AP,2005,Bovino,96599.0
AP,2005,Bubalino,193485.0
AP,2005,Equino,4662.0
AP,2005,Suíno - total,22248.0
AP,2005,Suíno - matrizes de suínos,0.0
AP,2005,Caprino,1668.0
AP,2005,Ovino,1270.0
AP,2005,Galináceos - total,49737.0
AP,2005,Galináceos - galinhas,3222.0
AP,2005,Codornas,0.0
AP,2006,Bovino,109081.0
AP,2006,Bubalino,206210.0
AP,2006,Equino,5422.0
AP,2006,Suíno - total,35479.0
AP,2006,Suíno - matrizes de suínos,0.0
AP,2006,Caprino,2210.0
AP,2006,Ovino,1669.0
AP,2006,Galináceos - total,55877.0
AP,2006,Galináceos - galinhas,5059.0
AP,2006,Codornas,0.0
AP,2007,Bovino,103170.0
AP,2007,Bubalino,208023.0
AP,2007,Equino,5021.0
AP,2007,Suíno - total,31821.0
AP,2007,Suíno - matrizes de suínos,0.0
AP,2007,Caprino,2771.0
AP,2007,Ovino,2069.0
AP,2007,Galináceos - total,70866.0
AP,2007,Galináceos - galinhas,15413.0
AP,2007,Codornas,0.0
AP,2008,Bovino,95803.0
AP,2008,Bubalino,201898.0
AP,2008,Equino,4858.0
AP,2008,Suíno - total,28547.0
AP,2008,Suíno - matrizes de suínos,0.0
AP,2008,Caprino,2218.0
AP,2008,Ovino,1910.0
AP,2008,Galináceos - total,56167.0
AP,2008,Galináceos - galinhas,11020.0
AP,2008,Codornas,0.0
AP,2009,Bovino,104977.0
AP,2009,Bubalino,201935.0
AP,2009,Equino,5396.0
AP,2009,Suíno - total,28484.0
AP,2009,Suíno - matrizes de suínos,0.0
AP,2009,Caprino,2501.0
AP,2009,Ovino,2255.0
AP,2009,Galináceos - total,54854.0
AP,2009,Galináceos - galinhas,11165.0
AP,2009,Codornas,0.0
AP,2010,Bovino,114773.0
AP,2010,Bubalino,214271.0
AP,2010,Equino,5294.0
AP,2010,Suíno - total,30055.0
AP,2010,Suíno - matrizes de suínos,0.0
AP,2010,Caprino,2657.0
AP,2010,Ovino,2328.0
AP,2010,Galináceos - total,60567.0
AP,2010,Galináceos - galinhas,13219.0
AP,2010,Codornas,0.0
AP,2011,Bovino,127499.0
AP,2011,Bubalino,235549.0
AP,2011,Equino,5683.0
AP,2011,Suíno - total,34962.0
AP,2011,Suíno - matrizes de suínos,0.0
AP,2011,Caprino,2894.0
AP,2011,Ovino,2602.0
AP,2011,Galináceos - total,67588.0
AP,2011,Galináceos - galinhas,14857.0
AP,2011,Codornas,0.0
AP,2012,Bovino,142825.0
AP,2012,Bubalino,254046.0
AP,2012,Equino,5436.0
AP,2012,Suíno - total,37089.0
AP,2012,Suíno - matrizes de suínos,0.0
AP,2012,Caprino,2891.0
AP,2012,Ovino,2416.0
AP,2012,Galináceos - total,69082.0
AP,2012,Galináceos - galinhas,15840.0
AP,2012,Codornas,0.0
AP,2013,Bovino,154967.0
AP,2013,Bubalino,268903.0
AP,2013,Equino,5566.0
AP,2013,Suíno - total,40563.0
AP,2013,Suíno - matrizes de suínos,3298.0
AP,2013,Caprino,2569.0
AP,2013,Ovino,2073.0
AP,2013,Galináceos - total,62977.0
AP,2013,Galináceos - galinhas,17497.0
AP,2013,Codornas,0.0
AP,2014,Bovino,167529.0
AP,2014,Bubalino,285778.0
AP,2014,Equino,5790.0
AP,2014,Suíno - total,43594.0
AP,2014,Suíno - matrizes de suínos,3392.0
AP,2014,Caprino,2511.0
AP,2014,Ovino,1805.0
AP,2014,Galináceos - total,69521.0
AP,2014,Galináceos - galinhas,17763.0
AP,2014,Codornas,0.0
AP,2015,Bovino,89682.0
AP,2015,Bubalino,288822.0
AP,2015,Equino,8948.0
AP,2015,Suíno - total,36355.0
AP,2015,Suíno - matrizes de suínos,2718.0
AP,2015,Caprino,2365.0
AP,2015,Ovino,3088.0
AP,2015,Galináceos - total,61466.0
AP,2015,Galináceos - galinhas,11956.0
AP,2015,Codornas,0.0
AP,2016,Bovino,76379.0
AP,2016,Bubalino,295461.0
AP,2016,Equino,8207.0
AP,2016,Suíno - total,35193.0
AP,2016,Suíno - matrizes de suínos,2718.0
AP,2016,Caprino,2162.0
AP,2016,Ovino,2807.0
AP,2016,Galináceos - total,57284.0
AP,2016,Galináceos - galinhas,11004.0
AP,2016,Codornas,0.0
AP,2017,Bovino,66921.0
AP,2017,Bubalino,302834.0
AP,2017,Equino,10068.0
AP,2017,Suíno - total,31012.0
AP,2017,Suíno - matrizes de suínos,2496.0
AP,2017,Caprino,2279.0
AP,2017,Ovino,3048.0
AP,2017,Galináceos - total,70668.0
AP,2017,Galináceos - galinhas,12357.0
AP,2017,Codornas,0.0
AP,2018,Bovino,55422.0
AP,2018,Bubalino,301757.0
AP,2018,Equino,10432.0
AP,2018,Suíno - total,30736.0
AP,2018,Suíno - matrizes de suínos,2472.0
AP,2018,Caprino,2104.0
AP,2018,Ovino,3122.0
AP,2018,Galináceos - total,85314.0
AP,2018,Galináceos - galinhas,13555.0
AP,2018,Codornas,0.0
TO,2003,Bovino,7659743.0
TO,2003,Bubalino,16772.0
TO,2003,Equino,158993.0
TO,2003,Suíno - total,234184.0
TO,2003,Suíno - matrizes de suínos,0.0
TO,2003,Caprino,24164.0
TO,2003,Ovino,64624.0
TO,2003,Galináceos - total,3282261.0
TO,2003,Galináceos - galinhas,1239295.0
TO,2003,Codornas,21610.0
TO,2004,Bovino,7924546.0
TO,2004,Bubalino,21062.0
TO,2004,Equino,156150.0
TO,2004,Suíno - total,225249.0
TO,2004,Suíno - matrizes de suínos,0.0
TO,2004,Caprino,24631.0
TO,2004,Ovino,66217.0
TO,2004,Galináceos - total,3372229.0
TO,2004,Galináceos - galinhas,1217049.0
TO,2004,Codornas,20940.0
TO,2005,Bovino,7961926.0
TO,2005,Bubalino,9260.0
TO,2005,Equino,152917.0
TO,2005,Suíno - total,224481.0
TO,2005,Suíno - matrizes de suínos,0.0
TO,2005,Caprino,23707.0
TO,2005,Ovino,64718.0
TO,2005,Galináceos - total,3603242.0
TO,2005,Galináceos - galinhas,1200639.0
TO,2005,Codornas,15033.0
TO,2006,Bovino,7760590.0
TO,2006,Bubalino,9296.0
TO,2006,Equino,153065.0
TO,2006,Suíno - total,224591.0
TO,2006,Suíno - matrizes de suínos,0.0
TO,2006,Caprino,23950.0
TO,2006,Ovino,65532.0
TO,2006,Galináceos - total,4001909.0
TO,2006,Galináceos - galinhas,1219444.0
TO,2006,Codornas,14178.0
TO,2007,Bovino,7395450.0
TO,2007,Bubalino,8091.0
TO,2007,Equino,144757.0
TO,2007,Suíno - total,253740.0
TO,2007,Suíno - matrizes de suínos,0.0
TO,2007,Caprino,21923.0
TO,2007,Ovino,74855.0
TO,2007,Galináceos - total,4217393.0
TO,2007,Galináceos - galinhas,1331895.0
TO,2007,Codornas,2472.0
TO,2008,Bovino,7392515.0
TO,2008,Bubalino,9038.0
TO,2008,Equino,144897.0
TO,2008,Suíno - total,257507.0
TO,2008,Suíno - matrizes de suínos,0.0
TO,2008,Caprino,23738.0
TO,2008,Ovino,85955.0
TO,2008,Galináceos - total,4292774.0
TO,2008,Galináceos - galinhas,1211429.0
TO,2008,Codornas,2573.0
TO,2009,Bovino,7605249.0
TO,2009,Bubalino,9566.0
TO,2009,Equino,144345.0
TO,2009,Suíno - total,254181.0
TO,2009,Suíno - matrizes de suínos,0.0
TO,2009,Caprino,23467.0
TO,2009,Ovino,89265.0
TO,2009,Galináceos - total,4300470.0
TO,2009,Galináceos - galinhas,1198900.0
TO,2009,Codornas,2477.0
TO,2010,Bovino,7994200.0
TO,2010,Bubalino,9280.0
TO,2010,Equino,171545.0
TO,2010,Suíno - total,266040.0
TO,2010,Suíno - matrizes de suínos,0.0
TO,2010,Caprino,25167.0
TO,2010,Ovino,108062.0
TO,2010,Galináceos - total,4155994.0
TO,2010,Galináceos - galinhas,1455614.0
TO,2010,Codornas,2333.0
TO,2011,Bovino,8025400.0
TO,2011,Bubalino,8948.0
TO,2011,Equino,190973.0
TO,2011,Suíno - total,266067.0
TO,2011,Suíno - matrizes de suínos,0.0
TO,2011,Caprino,23213.0
TO,2011,Ovino,113544.0
TO,2011,Galináceos - total,4145831.0
TO,2011,Galináceos - galinhas,1435050.0
TO,2011,Codornas,0.0
TO,2012,Bovino,8082336.0
TO,2012,Bubalino,9193.0
TO,2012,Equino,195698.0
TO,2012,Suíno - total,259929.0
TO,2012,Suíno - matrizes de suínos,0.0
TO,2012,Caprino,22560.0
TO,2012,Ovino,122388.0
TO,2012,Galináceos - total,3905145.0
TO,2012,Galináceos - galinhas,1402887.0
TO,2012,Codornas,0.0
TO,2013,Bovino,8140580.0
TO,2013,Bubalino,8060.0
TO,2013,Equino,239535.0
TO,2013,Suíno - total,259618.0
TO,2013,Suíno - matrizes de suínos,55287.0
TO,2013,Caprino,23433.0
TO,2013,Ovino,132311.0
TO,2013,Galináceos - total,6822762.0
TO,2013,Galináceos - galinhas,1322592.0
TO,2013,Codornas,0.0
TO,2014,Bovino,8062227.0
TO,2014,Bubalino,7408.0
TO,2014,Equino,264955.0
TO,2014,Suíno - total,273703.0
TO,2014,Suíno - matrizes de suínos,58685.0
TO,2014,Caprino,25455.0
TO,2014,Ovino,129263.0
TO,2014,Galináceos - total,9725993.0
TO,2014,Galináceos - galinhas,1477555.0
TO,2014,Codornas,0.0
TO,2015,Bovino,8412404.0
TO,2015,Bubalino,6450.0
TO,2015,Equino,200787.0
TO,2015,Suíno - total,295661.0
TO,2015,Suíno - matrizes de suínos,59360.0
TO,2015,Caprino,25789.0
TO,2015,Ovino,130753.0
TO,2015,Galináceos - total,11713038.0
TO,2015,Galináceos - galinhas,1669175.0
TO,2015,Codornas,0.0
TO,2016,Bovino,8652161.0
TO,2016,Bubalino,6725.0
TO,2016,Equino,191397.0
TO,2016,Suíno - total,308422.0
TO,2016,Suíno - matrizes de suínos,71690.0
TO,2016,Caprino,25278.0
TO,2016,Ovino,134398.0
TO,2016,Galináceos - total,13608094.0
TO,2016,Galináceos - galinhas,2249177.0
TO,2016,Codornas,0.0
TO,2017,Bovino,8738477.0
TO,2017,Bubalino,6059.0
TO,2017,Equino,195328.0
TO,2017,Suíno - total,311667.0
TO,2017,Suíno - matrizes de suínos,84584.0
TO,2017,Caprino,27986.0
TO,2017,Ovino,139829.0
TO,2017,Galináceos - total,8920806.0
TO,2017,Galináceos - galinhas,2151515.0
TO,2017,Codornas,2090.0
TO,2018,Bovino,8352513.0
TO,2018,Bubalino,5917.0
TO,2018,Equino,196778.0
TO,2018,Suíno - total,318975.0
TO,2018,Suíno - matrizes de suínos,86339.0
TO,2018,Caprino,28096.0
TO,2018,Ovino,142080.0
TO,2018,Galináceos - total,7541377.0
TO,2018,Galináceos - galinhas,2437272.0
TO,2018,Codornas,1855.0
MA,2003,Bovino,5514167.0
MA,2003,Bubalino,70992.0
MA,2003,Equino,173484.0
MA,2003,Suíno - total,1756418.0
MA,2003,Suíno - matrizes de suínos,0.0
MA,2003,Caprino,373549.0
MA,2003,Ovino,204273.0
MA,2003,Galináceos - total,11415403.0
MA,2003,Galináceos - galinhas,3041281.0
MA,2003,Codornas,13602.0
MA,2004,Bovino,5928131.0
MA,2004,Bubalino,68652.0
MA,2004,Equino,175027.0
MA,2004,Suíno - total,1697086.0
MA,2004,Suíno - matrizes de suínos,0.0
MA,2004,Caprino,382294.0
MA,2004,Ovino,212412.0
MA,2004,Galináceos - total,11383514.0
MA,2004,Galináceos - galinhas,3054405.0
MA,2004,Codornas,10802.0
MA,2005,Bovino,6448948.0
MA,2005,Bubalino,79915.0
MA,2005,Equino,177731.0
MA,2005,Suíno - total,1666063.0
MA,2005,Suíno - matrizes de suínos,0.0
MA,2005,Caprino,395008.0
MA,2005,Ovino,226488.0
MA,2005,Galináceos - total,11465390.0
MA,2005,Galináceos - galinhas,3096996.0
MA,2005,Codornas,25689.0
MA,2006,Bovino,6613270.0
MA,2006,Bubalino,84205.0
MA,2006,Equino,177841.0
MA,2006,Suíno - total,1668326.0
MA,2006,Suíno - matrizes de suínos,0.0
MA,2006,Caprino,405672.0
MA,2006,Ovino,230695.0
MA,2006,Galináceos - total,11574758.0
MA,2006,Galináceos - galinhas,3129416.0
MA,2006,Codornas,26416.0
MA,2007,Bovino,6609438.0
MA,2007,Bubalino,77503.0
MA,2007,Equino,174320.0
MA,2007,Suíno - total,1485351.0
MA,2007,Suíno - matrizes de suínos,0.0
MA,2007,Caprino,379054.0
MA,2007,Ovino,226216.0
MA,2007,Galináceos - total,11447837.0
MA,2007,Galináceos - galinhas,3080213.0
MA,2007,Codornas,20903.0
MA,2008,Bovino,6816338.0
MA,2008,Bubalino,87385.0
MA,2008,Equino,177643.0
MA,2008,Suíno - total,1436181.0
MA,2008,Suíno - matrizes de suínos,0.0
MA,2008,Caprino,382018.0
MA,2008,Ovino,230142.0
MA,2008,Galináceos - total,11185665.0
MA,2008,Galináceos - galinhas,2974415.0
MA,2008,Codornas,17800.0
MA,2009,Bovino,6885265.0
MA,2009,Bubalino,82521.0
MA,2009,Equino,171942.0
MA,2009,Suíno - total,1381069.0
MA,2009,Suíno - matrizes de suínos,0.0
MA,2009,Caprino,385649.0
MA,2009,Ovino,232307.0
MA,2009,Galináceos - total,10990673.0
MA,2009,Galináceos - galinhas,2898669.0
MA,2009,Codornas,26461.0
MA,2010,Bovino,6979844.0
MA,2010,Bubalino,77834.0
MA,2010,Equino,170347.0
MA,2010,Suíno - total,1295425.0
MA,2010,Suíno - matrizes de suínos,0.0
MA,2010,Caprino,373144.0
MA,2010,Ovino,229583.0
MA,2010,Galináceos - total,9285860.0
MA,2010,Galináceos - galinhas,2515141.0
MA,2010,Codornas,19076.0
MA,2011,Bovino,7264106.0
MA,2011,Bubalino,82650.0
MA,2011,Equino,173739.0
MA,2011,Suíno - total,1304193.0
MA,2011,Suíno - matrizes de suínos,0.0
MA,2011,Caprino,369450.0
MA,2011,Ovino,231348.0
MA,2011,Galináceos - total,9711829.0
MA,2011,Galináceos - galinhas,2509730.0
MA,2011,Codornas,16192.0
MA,2012,Bovino,7490942.0
MA,2012,Bubalino,81184.0
MA,2012,Equino,173926.0
MA,2012,Suíno - total,1320953.0
MA,2012,Suíno - matrizes de suínos,0.0
MA,2012,Caprino,369201.0
MA,2012,Ovino,233530.0
MA,2012,Galináceos - total,9813783.0
MA,2012,Galináceos - galinhas,2312645.0
MA,2012,Codornas,14666.0
MA,2013,Bovino,7611324.0
MA,2013,Bubalino,80672.0
MA,2013,Equino,175575.0
MA,2013,Suíno - total,1233492.0
MA,2013,Suíno - matrizes de suínos,254654.0
MA,2013,Caprino,355424.0
MA,2013,Ovino,233090.0
MA,2013,Galináceos - total,9050654.0
MA,2013,Galináceos - galinhas,2249013.0
MA,2013,Codornas,26137.0
MA,2014,Bovino,7758352.0
MA,2014,Bubalino,80212.0
MA,2014,Equino,176718.0
MA,2014,Suíno - total,1223787.0
MA,2014,Suíno - matrizes de suínos,257946.0
MA,2014,Caprino,362304.0
MA,2014,Ovino,239618.0
MA,2014,Galináceos - total,8842773.0
MA,2014,Galináceos - galinhas,2248243.0
MA,2014,Codornas,13701.0
MA,2015,Bovino,7643128.0
MA,2015,Bubalino,87896.0
MA,2015,Equino,185722.0
MA,2015,Suíno - total,1231823.0
MA,2015,Suíno - matrizes de suínos,261377.0
MA,2015,Caprino,365973.0
MA,2015,Ovino,255062.0
MA,2015,Galináceos - total,9357217.0
MA,2015,Galináceos - galinhas,2223811.0
MA,2015,Codornas,13437.0
MA,2016,Bovino,7653870.0
MA,2016,Bubalino,89945.0
MA,2016,Equino,197529.0
MA,2016,Suíno - total,1241502.0
MA,2016,Suíno - matrizes de suínos,265487.0
MA,2016,Caprino,374249.0
MA,2016,Ovino,278198.0
MA,2016,Galináceos - total,9400272.0
MA,2016,Galináceos - galinhas,2366897.0
MA,2016,Codornas,11421.0
MA,2017,Bovino,7687695.0
MA,2017,Bubalino,92423.0
MA,2017,Equino,220220.0
MA,2017,Suíno - total,1070188.0
MA,2017,Suíno - matrizes de suínos,216086.0
MA,2017,Caprino,356302.0
MA,2017,Ovino,276795.0
MA,2017,Galináceos - total,11434714.0
MA,2017,Galináceos - galinhas,2678509.0
MA,2017,Codornas,7168.0
MA,2018,Bovino,7793180.0
MA,2018,Bubalino,89230.0
MA,2018,Equino,236618.0
MA,2018,Suíno - total,1031962.0
MA,2018,Suíno - matrizes de suínos,202481.0
MA,2018,Caprino,359757.0
MA,2018,Ovino,292217.0
MA,2018,Galináceos - total,12134673.0
MA,2018,Galináceos - galinhas,2673273.0
MA,2018,Codornas,5990.0
PI,2003,Bovino,1818221.0
PI,2003,Bubalino,336.0
PI,2003,Equino,150602.0
PI,2003,Suíno - total,1367654.0
PI,2003,Suíno - matrizes de suínos,0.0
PI,2003,Caprino,1427556.0
PI,2003,Ovino,1461804.0
PI,2003,Galináceos - total,9826292.0
PI,2003,Galináceos - galinhas,2461856.0
PI,2003,Codornas,23200.0
PI,2004,Bovino,1830613.0
PI,2004,Bubalino,403.0
PI,2004,Equino,150866.0
PI,2004,Suíno - total,1360494.0
PI,2004,Suíno - matrizes de suínos,0.0
PI,2004,Caprino,1406281.0
PI,2004,Ovino,1486298.0
PI,2004,Galináceos - total,10043654.0
PI,2004,Galináceos - galinhas,2545437.0
PI,2004,Codornas,23400.0
PI,2005,Bovino,1826833.0
PI,2005,Bubalino,542.0
PI,2005,Equino,151014.0
PI,2005,Suíno - total,1355070.0
PI,2005,Suíno - matrizes de suínos,0.0
PI,2005,Caprino,1389486.0
PI,2005,Ovino,1511743.0
PI,2005,Galináceos - total,10140036.0
PI,2005,Galináceos - galinhas,2540529.0
PI,2005,Codornas,22900.0
PI,2006,Bovino,1838378.0
PI,2006,Bubalino,542.0
PI,2006,Equino,151258.0
PI,2006,Suíno - total,1349942.0
PI,2006,Suíno - matrizes de suínos,0.0
PI,2006,Caprino,1371234.0
PI,2006,Ovino,1534969.0
PI,2006,Galináceos - total,10338745.0
PI,2006,Galináceos - galinhas,2554994.0
PI,2006,Codornas,16900.0
PI,2007,Bovino,1736520.0
PI,2007,Bubalino,570.0
PI,2007,Equino,149561.0
PI,2007,Suíno - total,1159335.0
PI,2007,Suíno - matrizes de suínos,0.0
PI,2007,Caprino,1371392.0
PI,2007,Ovino,1437219.0
PI,2007,Galináceos - total,10017084.0
PI,2007,Galináceos - galinhas,2412851.0
PI,2007,Codornas,30600.0
PI,2008,Bovino,1750910.0
PI,2008,Bubalino,594.0
PI,2008,Equino,146039.0
PI,2008,Suíno - total,1150329.0
PI,2008,Suíno - matrizes de suínos,0.0
PI,2008,Caprino,1370372.0
PI,2008,Ovino,1444373.0
PI,2008,Galináceos - total,10265363.0
PI,2008,Galináceos - galinhas,2474754.0
PI,2008,Codornas,31518.0
PI,2009,Bovino,1682111.0
PI,2009,Bubalino,581.0
PI,2009,Equino,115398.0
PI,2009,Suíno - total,974543.0
PI,2009,Suíno - matrizes de suínos,0.0
PI,2009,Caprino,1389384.0
PI,2009,Ovino,1387279.0
PI,2009,Galináceos - total,9668425.0
PI,2009,Galináceos - galinhas,1998674.0
PI,2009,Codornas,25659.0
PI,2010,Bovino,1679957.0
PI,2010,Bubalino,677.0
PI,2010,Equino,112423.0
PI,2010,Suíno - total,949570.0
PI,2010,Suíno - matrizes de suínos,0.0
PI,2010,Caprino,1386515.0
PI,2010,Ovino,1392861.0
PI,2010,Galináceos - total,9742974.0
PI,2010,Galináceos - galinhas,1983405.0
PI,2010,Codornas,25085.0
PI,2011,Bovino,1688024.0
PI,2011,Bubalino,657.0
PI,2011,Equino,109936.0
PI,2011,Suíno - total,935279.0
PI,2011,Suíno - matrizes de suínos,0.0
PI,2011,Caprino,1381949.0
PI,2011,Ovino,1397864.0
PI,2011,Galináceos - total,9721331.0
PI,2011,Galináceos - galinhas,2007738.0
PI,2011,Codornas,21273.0
PI,2012,Bovino,1689926.0
PI,2012,Bubalino,671.0
PI,2012,Equino,106538.0
PI,2012,Suíno - total,891040.0
PI,2012,Suíno - matrizes de suínos,0.0
PI,2012,Caprino,1285033.0
PI,2012,Ovino,1240423.0
PI,2012,Galináceos - total,9619748.0
PI,2012,Galináceos - galinhas,1985605.0
PI,2012,Codornas,27107.0
PI,2013,Bovino,1666107.0
PI,2013,Bubalino,877.0
PI,2013,Equino,102092.0
PI,2013,Suíno - total,857208.0
PI,2013,Suíno - matrizes de suínos,170945.0
PI,2013,Caprino,1239161.0
PI,2013,Ovino,1205232.0
PI,2013,Galináceos - total,9526306.0
PI,2013,Galináceos - galinhas,1989456.0
PI,2013,Codornas,22962.0
PI,2014,Bovino,1660099.0
PI,2014,Bubalino,620.0
PI,2014,Equino,99679.0
PI,2014,Suíno - total,837765.0
PI,2014,Suíno - matrizes de suínos,166657.0
PI,2014,Caprino,1234403.0
PI,2014,Ovino,1210967.0
PI,2014,Galináceos - total,9713210.0
PI,2014,Galináceos - galinhas,2042811.0
PI,2014,Codornas,23307.0
PI,2015,Bovino,1649549.0
PI,2015,Bubalino,681.0
PI,2015,Equino,95990.0
PI,2015,Suíno - total,810313.0
PI,2015,Suíno - matrizes de suínos,159890.0
PI,2015,Caprino,1228263.0
PI,2015,Ovino,1200079.0
PI,2015,Galináceos - total,9710628.0
PI,2015,Galináceos - galinhas,2102337.0
PI,2015,Codornas,33091.0
PI,2016,Bovino,1639856.0
PI,2016,Bubalino,658.0
PI,2016,Equino,93942.0
PI,2016,Suíno - total,793301.0
PI,2016,Suíno - matrizes de suínos,156707.0
PI,2016,Caprino,1228950.0
PI,2016,Ovino,1207807.0
PI,2016,Galináceos - total,9814396.0
PI,2016,Galináceos - galinhas,2188621.0
PI,2016,Codornas,33097.0
PI,2017,Bovino,1625006.0
PI,2017,Bubalino,619.0
PI,2017,Equino,91509.0
PI,2017,Suíno - total,1028009.0
PI,2017,Suíno - matrizes de suínos,173361.0
PI,2017,Caprino,1811964.0
PI,2017,Ovino,1615224.0
PI,2017,Galináceos - total,9902123.0
PI,2017,Galináceos - galinhas,2242874.0
PI,2017,Codornas,18553.0
PI,2018,Bovino,1464196.0
PI,2018,Bubalino,613.0
PI,2018,Equino,69004.0
PI,2018,Suíno - total,1043091.0
PI,2018,Suíno - matrizes de suínos,175611.0
PI,2018,Caprino,1835550.0
PI,2018,Ovino,1635678.0
PI,2018,Galináceos - total,10524138.0
PI,2018,Galináceos - galinhas,2169725.0
PI,2018,Codornas,22997.0
CE,2003,Bovino,2254262.0
CE,2003,Bubalino,1272.0
CE,2003,Equino,138314.0
CE,2003,Suíno - total,1067314.0
CE,2003,Suíno - matrizes de suínos,0.0
CE,2003,Caprino,869045.0
CE,2003,Ovino,1781951.0
CE,2003,Galináceos - total,21662462.0
CE,2003,Galináceos - galinhas,6535037.0
CE,2003,Codornas,43778.0
CE,2004,Bovino,2269567.0
CE,2004,Bubalino,1050.0
CE,2004,Equino,139102.0
CE,2004,Suíno - total,1082993.0
CE,2004,Suíno - matrizes de suínos,0.0
CE,2004,Caprino,904258.0
CE,2004,Ovino,1852448.0
CE,2004,Galináceos - total,21929075.0
CE,2004,Galináceos - galinhas,6683664.0
CE,2004,Codornas,46313.0
CE,2005,Bovino,2299233.0
CE,2005,Bubalino,1186.0
CE,2005,Equino,139782.0
CE,2005,Suíno - total,1089530.0
CE,2005,Suíno - matrizes de suínos,0.0
CE,2005,Caprino,931634.0
CE,2005,Ovino,1909182.0
CE,2005,Galináceos - total,22118707.0
CE,2005,Galináceos - galinhas,6751617.0
CE,2005,Codornas,64607.0
CE,2006,Bovino,2352589.0
CE,2006,Bubalino,1123.0
CE,2006,Equino,140159.0
CE,2006,Suíno - total,1101360.0
CE,2006,Suíno - matrizes de suínos,0.0
CE,2006,Caprino,946715.0
CE,2006,Ovino,1961724.0
CE,2006,Galináceos - total,22545204.0
CE,2006,Galináceos - galinhas,7100954.0
CE,2006,Codornas,65992.0
CE,2007,Bovino,2424290.0
CE,2007,Bubalino,1631.0
CE,2007,Equino,141370.0
CE,2007,Suíno - total,1132673.0
CE,2007,Suíno - matrizes de suínos,0.0
CE,2007,Caprino,976880.0
CE,2007,Ovino,1998165.0
CE,2007,Galináceos - total,24063274.0
CE,2007,Galináceos - galinhas,7993331.0
CE,2007,Codornas,82813.0
CE,2008,Bovino,2460523.0
CE,2008,Bubalino,1819.0
CE,2008,Equino,140035.0
CE,2008,Suíno - total,1152598.0
CE,2008,Suíno - matrizes de suínos,0.0
CE,2008,Caprino,998787.0
CE,2008,Ovino,2030982.0
CE,2008,Galináceos - total,24570154.0
CE,2008,Galináceos - galinhas,7914552.0
CE,2008,Codornas,83266.0
CE,2009,Bovino,2494482.0
CE,2009,Bubalino,1645.0
CE,2009,Equino,137727.0
CE,2009,Suíno - total,1160410.0
CE,2009,Suíno - matrizes de suínos,0.0
CE,2009,Caprino,1015927.0
CE,2009,Ovino,2071098.0
CE,2009,Galináceos - total,24621520.0
CE,2009,Galináceos - galinhas,8014121.0
CE,2009,Codornas,75318.0
CE,2010,Bovino,2546134.0
CE,2010,Bubalino,2027.0
CE,2010,Equino,138346.0
CE,2010,Suíno - total,1167731.0
CE,2010,Suíno - matrizes de suínos,0.0
CE,2010,Caprino,1024594.0
CE,2010,Ovino,2098893.0
CE,2010,Galináceos - total,25415219.0
CE,2010,Galináceos - galinhas,8201301.0
CE,2010,Codornas,78643.0
CE,2011,Bovino,2614604.0
CE,2011,Bubalino,2076.0
CE,2011,Equino,138720.0
CE,2011,Suíno - total,1193630.0
CE,2011,Suíno - matrizes de suínos,0.0
CE,2011,Caprino,1044998.0
CE,2011,Ovino,2142567.0
CE,2011,Galináceos - total,25728270.0
CE,2011,Galináceos - galinhas,8490025.0
CE,2011,Codornas,104676.0
CE,2012,Bovino,2714713.0
CE,2012,Bubalino,1827.0
CE,2012,Equino,136071.0
CE,2012,Suíno - total,1173077.0
CE,2012,Suíno - matrizes de suínos,0.0
CE,2012,Caprino,1024255.0
CE,2012,Ovino,2071096.0
