Estado,Ano,co2,frota,rebanho,venda_comb,desmat_area,temp_media,chuva_media,area_destinada_colheita,area_colhida,consumo_energia_industrial,frp_anual_queimadas
MS,2019,71831365.191455,1580276.0,19407908.0,2532682.9617500002,102394.0600842346,24.583114210586487,1255.1999999999998,5794832,5791872,1351538.254,911885.0
MS,2020,74616807.47626238,1632301.0,19027086.0,2598867.17095,118538.84535050081,,,5956921,5956336,1455218.8260000001,906413.1
MS,2021,78816101.78642882,1683191.0,18608503.0,2892017.71113,144043.88338245254,,,6405809,6175166,1545146.21,990069.6
MS,2022,70305990.39539708,1737039.0,18433728.0,3009673.00234,101403.85540820296,,,6974244,6925653,1570462.926,138494.8
MS,2023,79207643.26045677,1799431.0,18891916.0,3189928.2630000003,151436.21891215173,,,7276597,7276371,1624239.715,291838.0
MT,2004,762821853.360859,582324.0,25918998.0,2649783.4706987,1485645.4520619463,,,7991662,7973012,1134875.6970000002,9687170.6
MT,2005,589493006.6995733,645278.0,26651500.0,2353131.4404706,1100271.2883230278,,,9050078,8989823,1162068.211,6866943.3
MT,2006,364946741.0739909,699819.0,26064332.0,2157486.916234096,697167.4314737233,26.38340695748206,1114.6,8063237,8042909,1178801.768,3953963.6
MT,2007,272362867.65698934,782740.0,25683031.0,2332256.46567418,506349.5241438968,26.22488442742042,1568.2,8048076,8042299,1390199.0,6780038.1
MT,2008,292040983.0819918,901001.0,26018216.0,2705595.8111762,562412.5664363223,26.805792773962374,888.2,8915914,8877880,1522235.0,2037772.6
MT,2009,175141873.90271524,1011740.0,27357089.0,2849150.0971353,319790.5886933468,26.334681357205458,1345.4,8822248,8757373,1613085.0,687846.7
MT,2010,173071532.86796302,1127818.0,28757438.0,3060135.4097188,295995.60257106984,26.52528510915608,1056.4,9433038,9428195,1630982.0,5049991.100000001
MT,2011,222939529.4797767,1253374.0,29265718.0,3239783.4388319,390447.56922841165,26.67609614956599,420.8,9941283,9937437,1849332.0,1197164.1
MT,2012,197600019.3659989,1372264.0,28740802.0,3735433.0235474,373816.01205416827,26.547984054669705,1495.8000000000002,11319172,11318857,1993502.0,2002179.4
MT,2013,250575952.35877663,1498718.0,28395205.0,4071233.0308298003,472023.62446603074,26.31962242562929,1264.1999999999998,12779375,12760017,2188468.0,1017737.9
MT,2014,225923582.3984453,1622237.0,28592183.0,4187641.12809,422725.62014428683,26.663230409644484,1701.6000000000004,13613926,13552610,2222390.0,1724706.4
MT,2015,248465171.09833968,1716902.0,29364042.0,4233964.1948702,458228.62929373793,27.253950673669785,916.2,14143427,14112886,2047989.0,1821127.9
MT,2016,212761358.19761655,1798326.0,30296096.0,4074970.08517,382263.44327811897,26.158053347012054,1467.8000000000002,14551044,14297088,1912295.0,1692788.9
MT,2017,220687740.62057945,1877540.0,29725378.0,4292088.95798,379006.0735719906,26.72155792276964,983.5999999999999,15619823,15586181,1997669.0,2154788.7
MT,2018,231969553.6890503,1983804.0,30199598.0,4464448.92039,381114.3038067019,26.1109681372549,1416.1999999999998,15523336,15515876,2086617.4810000001,1051728.6
MT,2019,278904083.3796229,2100469.0,31654882.0,4680191.55863,501520.967903357,27.365117408906883,1081.8,16640532,16632047,2172891.782,2301110.3
MT,2020,243673344.16913,2200954.0,32338031.0,4863027.10076,458656.64068759844,,,17188641,17187508,2284522.362,4093720.1
MT,2021,264612181.8816111,2309187.0,32424958.0,5188029.45003,446247.5650924515,,,17968089,17954671,2286669.152,1588327.0
MT,2022,336848300.06839675,2418010.0,34246313.0,5489967.07459,619816.1868316218,,,19166183,19158124,2393044.3489999995,2188381.1
MT,2023,298571092.75983113,2531009.0,33994004.0,5846224.71876,594326.0628440611,,,21260667,21256358,2459425.832,1565366.5
PA,2004,653297314.7413914,433794.0,17430496.0,2673728.96314,1166305.5778523027,,,1263017,1256329,9147098.528,6026930.7
PA,2005,523687283.1517514,488211.0,18063669.0,2742704.68873,921693.6546081615,,,1302745,1293294,9390172.033,5664704.8
PA,2006,500050764.85917467,543709.0,17501678.0,3084390.28857,881197.9366093052,27.326077700904733,1983.1999999999998,1239015,1224421,9886671.615,4238625.4
PA,2007,425265223.96253306,622603.0,15353989.0,3318355.50109305,736860.094355385,26.411759743546483,2328.0,1205822,1199651,10360895.0,5163497.3
PA,2008,431587721.2577786,722745.0,16240697.0,3374953.46082249,766911.2001839556,26.947017445132243,2622.6,1148344,1140569,10587526.0,2935981.1
PA,2009,305178123.4579136,832195.0,16856561.0,3383827.8105426,501423.9879620507,26.74600217733156,3216.7999999999997,1103914,1083835,10328045.0,2152110.3
PA,2010,263816142.73005325,951590.0,17633339.0,3646043.8829936,415486.5901340411,27.154544415228077,2821.8,1049384,1046680,10925228.0,3855117.0
PA,2011,229223085.0652584,1088707.0,18262547.0,3920434.2202549,367493.86897105025,26.680172910662826,3202.0,1051399,1051117,11697322.0,1169270.9
PA,2012,238745127.42903483,1242341.0,18605051.0,4350723.8633505,398472.74226195674,26.53877145860096,3069.6,1081692,1081538,11553793.0,1930930.5
PA,2013,275266825.3962799,1401755.0,19165028.0,4518600.1366604995,472916.8465601988,26.769498511564002,3011.0,1149309,1148739,11425188.0,904966.3
PA,2014,260838678.34529525,1555858.0,19911217.0,4862503.232004,463980.8678085144,26.729050213169113,3061.3999999999996,1251235,1249770,12085275.0,1743228.5
PA,2015,297073765.34908694,1690137.0,20271618.0,4972365.7615579,546862.2476726208,26.95199158976755,2756.0,1469263,1468661,12349177.357,2273791.7
PA,2016,358915895.15797746,1791589.0,20476783.0,4738742.79076,610832.4887009093,27.119391938055113,2815.8,1567967,1565725,12671931.6,1425738.5
PA,2017,296520277.6575735,1879916.0,20585367.0,4755482.02494,475431.3548439208,26.88198457465178,3275.0,1728939,1725643,12765877.0,2761144.9
PA,2018,334548164.83325016,1973259.0,20628651.0,4455127.19343,531542.143207392,26.594376864815242,4172.8,1703136,1698250,10622283.298999999,1112253.8
PA,2019,422834068.2564558,2075706.0,20953429.0,4708141.33658,761054.5341746501,26.809902801600916,4268.0,1820267,1806069,10818625.102,1802957.8
PA,2020,410878073.3020445,2181155.0,22432348.0,5025527.5296,760085.3297543569,,,2015845,2010218,11944002.908999998,2371932.5
PA,2021,538918537.2644329,2299704.0,23921005.0,5369954.45241,865949.4322958007,,,2159317,2158669,12969276.958,1417830.4
PA,2022,439050427.7988199,2421167.0,24791060.0,5470327.05402,824100.0175981271,,,2313220,2311915,13071569.783000002,2454267.0
PA,2023,312260528.9059793,2564227.0,25040621.0,5623580.896269999,785953.1871715891,,,2548193,2543535,13919072.659,1929870.4
PB,2004,8500014.339999562,346665.0,1000199.0,831010.194365,39037.837445391844,,,685470,624392,1019872.3600000001,56728.1
PB,2005,8248333.271842221,376179.0,1052613.0,820476.1416387,37650.13705235593,,,601405,578641,1091125.18,49802.2
PB,2006,8596459.182632335,416296.0,1092792.0,849211.0988889,34137.911517590335,,,648222,644704,1146920.1840000001,54452.5
PB,2007,9357093.529149028,472597.0,1139322.0,928402.033032436,34564.82077393796,25.56988740507986,444.19999999999993,600432,589487,1244318.0,50302.700000000004
PB,2008,9460963.771904051,538414.0,1202363.0,1009671.793078882,37462.92234907223,26.02003647139275,2142.4,661212,632884,1271962.0,50379.4
PB,2009,8764581.50377765,607803.0,1236276.0,1059683.90907813,45364.07670360111,26.235573620334325,2468.7999999999997,653811,629012,1243382.0,56426.1
PB,2010,10141541.272459462,693058.0,1242579.0,1170591.996638186,37270.959742285224,27.021267723102586,873.8000000000001,443010,384802,1392310.0,34310.7
PB,2011,10349492.186004523,787698.0,1354268.0,1268235.569643044,42532.33151802363,26.148884165781084,1696.2000000000003,566622,545687,1328045.0,43660.1
PB,2012,9996425.399741098,871396.0,967067.0,1507361.906084946,48255.80969696655,26.90263157894737,213.60000000000002,361361,253726,1409207.0,22501.6
PB,2013,10651626.68825138,950705.0,1048824.0,1761268.77333039,42114.74367652589,26.597322092734938,1461.1999999999998,310872,297395,1459806.0,12521.8
PB,2014,12680618.607145932,1026672.0,1145943.0,2158677.914446,34121.68279108885,26.30234899328859,1571.8000000000002,370136,330585,1474953.883,15418.9
PB,2015,13317037.460555928,1104491.0,1170803.0,2083931.857914826,36586.46344776613,26.648026153466567,770.4000000000001,326463,287805,1465170.0,26460.5
PB,2016,13614014.420919346,1172975.0,1187981.0,1760805.24558,38234.28803150022,26.679591577879243,1158.6000000000001,362119,332362,1460431.0,40501.0
PB,2017,14300820.9117987,1225780.0,1202781.0,1827613.88567,41848.47911689457,26.347836271729747,2321.2,342576,319900,1446414.0,14911.0
PB,2018,14683697.23479859,1280885.0,1240004.0,1727130.94279,47844.62167876591,26.036979804161568,1247.6000000000001,377166,361742,1451307.914,34891.4
PB,2019,14414880.08001898,1339109.0,1293769.0,1650888.2825500001,46890.97205184926,26.568119107840882,2211.0,357769,330461,1441198.5250000001,67667.3
PB,2020,13944376.00775168,1394104.0,1344094.0,1530736.19417,47790.07992623902,,,369192,369045,1392518.4370000002,41485.7
PB,2021,14466972.45947704,1453897.0,1371007.0,1883218.60339,52755.172779309076,,,335845,308712,1447420.545,53852.3
PB,2022,13331963.717467897,1505098.0,1371566.0,1546146.30256,53689.399498510706,,,361010,346881,1368484.346,37267.5
PB,2023,15476573.95553324,1574012.0,1412480.0,1669276.35244,59549.581289080714,,,368101,344634,1278593.1629999997,42912.6
PE,2004,16542134.67837483,968374.0,1705401.0,2141088.870612,76675.82524971926,,,1118503,1008986,2226286.092,118546.9
PE,2005,17408452.040077873,1036969.0,1909468.0,2184178.616073,68463.89967563472,,,1132351,1010270,2311217.261,105421.3
PE,2006,18111170.214767866,1124195.0,2095184.0,2257536.9724449,64295.126774359065,25.800672162333544,1736.2,1135448,1070406,2336169.1169999996,90102.8
PE,2007,19176714.496372573,1240412.0,2219892.0,2390421.8457135498,62204.802919622714,25.39048675148827,2088.7999999999997,1134392,1104999,2611771.0,121962.5
PE,2008,18175465.548954647,1379886.0,2249788.0,2714325.85616,72486.96079567877,25.609049479166668,1626.6,1309192,1167411,2672696.0,96327.8
PE,2009,19009407.91223692,1542236.0,2297366.0,2844835.4206657,67142.18633281245,25.80050314465409,972.6000000000001,1196777,1136561,2573345.0,83223.4
PE,2010,21843239.726693757,1745345.0,2383268.0,3195694.30517582,59826.77239415889,25.958121623175078,1723.6,1103551,936340,2872920.0,95179.6
PE,2011,23349092.976685576,1963742.0,2502156.0,3408260.0434808102,81877.3098252076,25.563134810710988,2909.8,1150366,1069910,2989830.0,85547.9
PE,2012,23089137.40792061,2165637.0,1895642.0,3782716.433450143,86243.82651038826,25.56601450109334,1597.6,1002129,569964,3150897.0,58452.9
PE,2013,22837801.57704516,2355467.0,1823230.0,4321126.54290032,70958.49522738034,25.829777981231402,2452.8,581755,535892,3451378.8000000003,32864.6
PE,2014,24992778.020428643,2523678.0,1920075.0,4877489.67116,64361.78300767826,25.415782740172137,2261.4,881201,782413,3641551.6999999997,29545.4
PE,2015,24400260.93254143,2666071.0,1948357.0,4574805.71028554,64542.39979459229,25.93071048368433,1832.4,840431,614679,3824663.937,44121.3
PE,2016,23217020.294038106,2763073.0,1895185.0,4095573.20149,52943.9307895874,26.01190784060186,1520.3999999999999,858635,584297,3865204.49,40686.7
PE,2017,23040442.181939267,2850622.0,1804876.0,4265773.77476,53232.35798725589,25.895770025525707,2012.0,799091,623815,3746260.2630000003,27953.5
PE,2018,23355466.200479284,2951076.0,1862181.0,4040082.01301,59666.95965530389,25.735915068162626,1534.8,788874,680757,3656633.0,26486.6
PE,2019,24401617.435708128,3065428.0,1937165.0,3983030.42422,62046.943897467005,25.956333523700742,2081.6,747128,592422,3720773.87,44368.1
PE,2020,23115531.058845736,3155558.0,1882153.0,3668037.136,64815.6344725097,,,792490,720780,3595996.0399999996,45991.7
PE,2021,28887554.508190647,3262306.0,2173313.0,4368860.66406,72341.38931112058,,,807500,667445,3976231.6010000003,57345.5
PE,2022,26134179.228611782,3362709.0,2280130.0,3897581.78901,86919.78882057482,,,817089,694196,3827843.6309999996,65523.3
PE,2023,26611322.086775333,3487681.0,2456213.0,4056991.39015,92143.25755590212,,,796509,630478,3800530.3059999994,97412.9
PI,2004,29382988.269366115,262712.0,1830613.0,624532.8527898,184817.7995336358,,,1084632,1032627,181344.0,781391.5
PI,2005,23279707.61732841,292741.0,1826833.0,632518.04762484,140498.27134947537,,,1159464,1147224,206179.0,775313.5
PI,2006,17550320.46911688,330877.0,1838378.0,662065.96914012,114275.66946457526,27.081670929241263,0.0,1169358,1098456,212393.0,436531.1
PI,2007,17911143.279982917,375313.0,1736520.0,703670.175950004,112588.54556638199,29.902285714285718,116.19999999999999,1199610,1174354,229139.0,1175566.5
PI,2008,20473264.550461,432738.0,1750910.0,815732.4303614299,126336.24512186338,27.53048780487805,1647.6000000000001,1200622,1180739,235932.0,457558.4
PI,2009,16335663.88148166,497885.0,1682111.0,848219.92060414,106531.03466978778,26.992636407532594,1981.3999999999999,1280968,1237217,231370.0,375488.9
PI,2010,26685965.376082063,578987.0,1679957.0,963180.21727788,168192.73870869313,28.026623692532233,885.8,1262864,1220790,251424.0,1508627.5
PI,2011,18797688.566743143,666804.0,1688024.0,1002323.38679496,123821.57838012723,27.271319945408464,525.2,1388514,1386117,245272.0,783165.5
PI,2012,37056500.08943464,755670.0,1689926.0,1164707.31710049,235826.97786386043,28.16074434040536,667.9999999999999,1417580,1259127,227822.0,1109166.0
PI,2013,28918363.14220388,849390.0,1666107.0,1249657.66807266,199253.63202684408,28.198146728016358,745.6,1505270,1312656,268597.0,504919.7
PI,2014,27795271.81987557,940426.0,1660099.0,1380393.755865,172648.97202735007,27.596647674572676,1009.8000000000003,1540770,1491554,288925.0,601720.0
PI,2015,25138634.746207032,1016295.0,1649549.0,1368081.88312609,159454.19463087205,28.178420569329663,535.6,1560403,1480523,270795.0,1218505.3
PI,2016,17895174.748293377,1075931.0,1639856.0,1320323.21863,103193.52233568703,28.55455994534897,779.9999999999999,1491070,1343593,237443.0,562591.4
PI,2017,19746447.029965986,1130845.0,1625006.0,1353624.33433,118599.74140012203,27.88280821917808,1139.8,1630546,1594307,209211.0,510330.0
PI,2018,19508262.97408903,1185312.0,1464196.0,1337514.76289,129579.98114804682,28.019499942915857,1558.1999999999998,1650461,1608186,205905.0,560175.5
PI,2019,28858827.700640835,1238056.0,1447817.0,1390030.34796,184311.66911077301,28.078876811594203,1314.9999999999998,1638585,1618462,207942.044,725588.6
PI,2020,33279252.002530504,1277441.0,1431540.0,1324121.44052,193578.0229301884,,,1659140,1654236,191436.85,615003.3
PI,2021,29206966.259747017,1323356.0,1421095.0,1374936.40802,189055.64285788554,,,1764444,1739147,221627.42199999996,965891.9
PI,2022,42550145.54049877,1367915.0,1407772.0,1468262.87611,264831.906221736,,,1887023,1882048,220829.259,677768.9
PI,2023,36481179.36899054,1430077.0,1384189.0,1525112.05655,259110.3463870976,,,2001442,1973449,224390.35199999998,900180.4
PR,2004,71829999.92332953,3125940.0,10278148.0,6818714.84199,51250.36465150752,,,9670002,9662142,8994027.222000001,192336.6
PR,2005,68644087.9694134,3373667.0,10153375.0,6890035.08811,44751.266698767075,,,9501058,9347329,9099824.503999999,128521.59999999999
PR,2006,68493432.40967335,3618680.0,9764545.0,6774217.09611,44082.8799745727,17.168666972056805,735.2,9246533,9035310,9453578.273,163291.2
PR,2007,70118154.69344608,3947227.0,9494843.0,7175540.5022618,37529.47733262936,18.63351036924633,1254.2,9403434,9336223,9836781.0,141019.5
PR,2008,71901554.12189144,4308867.0,9585600.0,7722081.48553572,43668.07573320309,17.348237240677104,1350.0,9810281,9726911,10476307.0,94775.1
PR,2009,67781709.7037526,4636476.0,9562113.0,7774870.732671,35190.76496204232,19.24431256181998,781.4,10073403,9997588,9967165.0,82652.8
PR,2010,70173142.04232864,4993901.0,9411380.0,8649380.1840133,41006.0113124511,18.735596582239854,1068.0,9708216,9708173,10649499.0,97098.40000000001
PR,2011,70932934.68784693,5377272.0,9475676.0,8924969.9974907,38105.285683374015,17.254525614518723,1708.4,9913867,9816821,11058411.0,88577.9
PR,2012,73442340.3351431,5758866.0,9413937.0,9582155.4619337,39305.03259409788,18.29255455712452,1320.8000000000002,10034795,10009301,11356199.215000002,76117.1
PR,2013,77219731.45101744,6136111.0,9395313.0,10259350.4485851,42558.3287934936,17.68977538605522,1409.0,10499661,10305857,11879150.0,67720.7
PR,2014,77584027.0159317,6484482.0,9181577.0,10637473.90539,39822.240528753704,19.28030437352246,1246.6,10714999,10704717,12108057.0,60231.4
PR,2015,79074017.45328651,6714731.0,9314908.0,10642360.047052,38519.078948559516,18.582769689327066,1900.4,10626220,10619322,11867609.65,59900.9
PR,2016,76874054.93077153,6885263.0,9487999.0,10593144.76704,39149.65906806643,18.03485882352941,1748.8000000000002,10732006,10704291,11953546.800999997,103122.1
PR,2017,75013085.56685519,7068296.0,9370139.0,10758952.15927,38453.180635937475,18.361754507628294,1387.0,10658069,10614860,12401714.469999999,100265.2
PR,2018,73393502.34630615,7297923.0,9275271.0,10805295.21881,39804.80629765626,18.379562892350616,1486.1999999999998,10477235,10451016,12725075.502,68652.0
PR,2019,76583822.4946895,7561175.0,8972546.0,11127130.68264,49353.943692627014,18.91013159427041,1447.6,10671580,10639983,12882936.241,99944.6
PR,2020,75405274.08226061,7779327.0,8460084.0,10870255.44963,41789.253126458716,,,10866307,10865644,12815263.175999999,107673.0
PR,2021,79824468.76947415,8022511.0,8084187.0,11277556.9926,47071.268942273055,,,11122224,10988227,13891387.105,110773.4
PR,2022,74715814.67831388,8241942.0,7951680.0,11397895.78099,44255.6502361206,,,11547310,11489689,14368316.433000002,42331.7
PR,2023,77044898.74899754,8484021.0,8774410.0,11909394.92361,33400.41190006097,,,11473566,11464429,14327094.77,32047.3
RJ,2004,46166640.43136058,3003182.0,2064763.0,5786547.691963,9218.351321673577,,,268302,267872,9093214.697000002,16365.199999999999
RJ,2005,50018314.39492731,3152907.0,2092748.0,5844614.518289,8324.388268157962,,,264086,263989,9378177.637,16278.4
RJ,2006,49224171.55069079,3324987.0,2095666.0,5721926.579593,7847.274697930902,,,257134,244654,9140637.143000001,30206.3
RJ,2007,56921705.20025947,3565235.0,2078529.0,6165712.81638386,8694.561134844966,,,219874,219100,9463105.0,35198.2
RJ,2008,66325263.760129206,3838951.0,2144882.0,6543720.62340309,7404.38372158814,,,222319,222308,9443417.0,12195.6
RJ,2009,65176239.193411246,4116433.0,2162043.0,6831918.94941127,8552.503865686038,,,219074,219007,8119517.7,8322.4
RJ,2010,68560666.77161631,4443655.0,2160727.0,7281822.5736610405,9336.383648211671,,,218458,218438,9517035.0,31940.2
RJ,2011,70079669.60891986,4793622.0,2179671.0,7902656.82256546,9929.325587713622,,,192515,192440,8937740.0,30093.7
RJ,2012,75962864.1671865,5157825.0,2197615.0,8286492.12371799,8900.870254571535,,,208847,208737,9073326.0,11310.3
RJ,2013,79649221.59707199,5508418.0,2339978.0,8534008.819296,8450.95756730347,,,188580,188562,9287161.0,7452.5
RJ,2014,76486174.51845911,5849857.0,2379648.0,8825297.322110001,9402.796467242435,,,170898,170600,8809155.0,45371.4
RJ,2015,75986684.41587874,6112562.0,2351451.0,8663521.43564424,10631.860594787602,,,148585,148284,8798102.24,12786.3
RJ,2016,68378871.038811,6298611.0,2409718.0,8056805.38841,6082.02217270507,,,123978,123939,8384824.94,17187.7
RJ,2017,70969635.13435611,6453670.0,2531239.0,7530532.61172,7108.947610394287,22.877087606211543,403.79999999999995,116185,113891,8209542.87,24197.3
RJ,2018,67854042.2443973,6633057.0,2552587.0,6998087.0886699995,8960.050512030037,23.07772576778171,1373.1999999999998,109610,109210,8332276.927000001,4344.1
RJ,2019,68911950.70204616,6851614.0,2533164.0,7086378.92623,6189.360329223627,24.04914368898784,1636.25,113402,113309,7986294.713,19173.2
RJ,2020,66637194.11715207,6984089.0,2605970.0,5884002.68348,8437.685310473633,,,112457,112252,8017199.881999999,17699.2
RJ,2021,74866918.08920923,7184089.0,2674067.0,6142436.05086,5976.220585668941,,,116056,115790,8607811.485,11505.2
RJ,2022,66719762.877654016,7355916.0,2701143.0,6765051.2496299995,8637.94607648925,,,113605,113487,8388971.669,18912.0
RJ,2023,68207188.50990328,7576711.0,2765715.0,7527001.7455400005,8098.963181610107,,,105293,105268,8284247.802,8050.2
RN,2004,8891416.935815625,367353.0,942670.0,868258.40535007,44552.92747381586,,,569510,507498,1019123.4519999999,58562.3
RN,2005,8868473.38929151,403875.0,978494.0,874015.16958363,43801.53497446886,,,458771,432680,1114919.019,74872.7
RN,2006,9006523.750882152,450436.0,1027289.0,922599.73515569,38146.46914896232,26.221763427506982,1263.2,484473,467869,1174941.465,42359.8
RN,2007,8470614.237430386,514246.0,1010238.0,969262.365845216,34235.58319163207,26.091339361401527,1210.6,469986,407964,1254113.0,44876.1
RN,2008,9305327.830571365,580116.0,1029240.0,1050142.02071178,33579.798589752114,26.199863279024726,2409.0,484982,449294,1200488.0,36166.9
RN,2009,8700155.179411214,645348.0,1150028.0,1100018.59373081,26462.3932711365,26.456248569466695,2187.6,497939,441256,1152401.0,38426.1
RN,2010,11055310.98842889,723060.0,1064575.0,1195535.0547626,19071.15026674193,26.781668571428572,558.8,346147,320059,1263275.0,38486.7
RN,2011,10531459.856252462,798369.0,1047797.0,1283310.82584227,29714.083584625176,26.24402566158781,1812.7999999999997,425544,422647,1245089.0,21994.6
RN,2012,10706009.113171808,876524.0,858211.0,1430263.48634553,41407.90604779665,26.35992572181622,1119.2,337166,299922,1238885.0,18310.4
RN,2013,12236395.555744931,953944.0,914777.0,1515886.35550079,39012.133851977516,26.690126489008968,1682.0,327161,271838,1287802.0,15454.0
RN,2014,13427552.798110023,1028234.0,972816.0,1623792.02435,37781.20541530759,26.373680422264876,1621.4,343238,288548,1322792.0,23173.2
RN,2015,12086288.04698705,1093836.0,918952.0,1609589.3154890891,37305.60376826778,26.6623395149786,1284.4,310452,228991,1289427.0,22499.8
RN,2016,10505100.942029351,1164436.0,840847.0,1482512.03886,32535.29912470701,26.764663912880213,999.3999999999999,280160,204136,1248811.0,20173.0
RN,2017,10879709.125991032,1217504.0,870000.0,1463897.09342,36625.97075201412,26.585411680229775,1230.8000000000002,296147,238073,1216382.0,31929.5
RN,2018,10427894.61501437,1268464.0,863284.0,1443137.54026,36439.66976385498,26.49348173515982,931.5999999999999,311030,300196,1207491.0,34716.3
RN,2019,10520492.128617346,1322324.0,929451.0,1447633.05479,39953.253460241656,26.70876712328767,1659.0000000000002,323868,315424,1201375.0,42872.2
RN,2020,12040496.184499642,1365245.0,988134.0,1356757.29531,39478.48252067867,,,327500,317266,1185538.0,38908.9
RN,2021,12809814.614933766,1416189.0,1015835.0,1437843.69548,40046.00443659661,,,296355,262580,1273557.0,30841.1
RN,2022,12145694.641515004,1465216.0,1059926.0,1426273.2655,38463.65250814829,,,318033,303246,1255870.0,28017.7
RN,2023,13215018.982496202,1522387.0,1173351.0,1465573.61104,49498.76924714968,,,338543,306885,1249376.0,31198.3
RO,2004,242541760.3535624,259862.0,10671440.0,847814.613636,401007.6405819759,,,566031,564935,220928.0,3452354.9000000004
RO,2005,231991686.2037705,289350.0,11349452.0,930558.51837591,379254.52265120385,,,609435,600168,238171.0,3680899.6
RO,2006,158943481.1861388,320835.0,11484162.0,932720.019,246863.9534314635,,,604103,594907,231497.0,2127362.0
RO,2007,127546365.28189331,362195.0,11007613.0,937002.580293528,191703.65415875195,26.30624846851262,751.6,593956,575861,271057.0,1907729.7000000002
RO,2008,94422489.64925754,418457.0,11176201.0,1015126.2307737356,135191.11726166337,25.76482887513141,2224.0,622051,596971,300800.0,623775.3
RO,2009,62404191.41337457,480747.0,11532891.0,1352771.47539794,76390.90953151856,25.95914873930141,2628.2,630866,630654,320707.0,243523.1
RO,2010,59959920.16720119,548404.0,11842073.0,1465194.32479111,70974.76330457139,26.68801676785198,1109.0,652066,637285,394081.0,1065666.6
RO,2011,95128694.02799124,619584.0,12182259.0,1250043.50666173,132696.76902783182,25.76331241141931,1783.0,738579,634317,432199.0,326917.4
RO,2012,81125660.2162324,683718.0,12218437.0,1286316.79699672,107990.25456357416,25.851678347473257,2309.8,642024,639215,567555.0,481333.5
RO,2013,89779575.47411989,740099.0,12329971.0,1298011.04243188,123914.05501693899,25.770763920156085,1703.6,586068,576085,598583.0,197708.9
RO,2014,91158231.3191302,796579.0,12744326.0,1352786.383155,124847.58287699685,25.871792372365054,2168.8,577738,573067,552977.0,426841.3
RO,2015,118043561.57468162,843658.0,13397970.0,1369795.24933547,175407.03115092832,27.170398839738944,1724.8,613623,611967,450399.0,920464.5
RO,2016,131983987.03177556,881458.0,13682200.0,1339615.255565,195697.0276230228,26.844777834525026,1981.0,626280,608004,414072.0,788508.2
RO,2017,125135806.47266088,915674.0,14091378.0,1401132.051438,177782.65653521637,27.136709824828635,1917.2000000000003,685672,683098,423850.0,714640.0
RO,2018,114809319.10230362,957522.0,14367161.0,1422703.58268,155656.27972373026,26.583485873458017,2208.6,657384,656737,450439.673,608323.3
RO,2019,149094524.57883665,1000838.0,14349219.0,1456368.100174,225115.3469480898,26.446891849032667,1252.3999999999996,740890,740035,455364.842,890840.8
RO,2020,129241934.220908,1038565.0,14804398.0,1477366.042027,215825.93392622573,,,813919,805371,471414.824,741960.3
RO,2021,152454908.5272387,1078004.0,15110301.0,1617643.20071,238105.47761387215,,,849795,849127,446911.056,764892.7
RO,2022,154964539.72860318,1117046.0,17688225.0,1578217.099291,234097.7325517342,,,961956,961705,485850.766,931114.0
RO,2023,99632560.32222188,1157699.0,18162632.0,1505014.521681,204043.92701011882,,,1081561,1080130,525656.849,429817.3
RR,2004,24162160.017892003,58586.0,459000.0,119863.4506354,43628.45421572276,,,66749,63348,18955.709000000003,94543.7
RR,2005,24035493.494614244,63792.0,507000.0,114156.6570576,43276.47780501719,,,64824,61762,13052.631000000001,69442.4
RR,2006,20780790.58303016,71304.0,508600.0,121857.9489707,36840.34368721311,,,62185,59084,14262.889000000001,88758.7
RR,2007,22294295.589803744,83732.0,481100.0,134588.732437171,38583.09561139535,,,49395,46590,14663.0,151244.1
RR,2008,26264429.885607146,96159.0,476200.0,158626.743039714,43917.14454982898,,,53643,50653,15420.0,108203.6
RR,2009,14010001.275786247,108940.0,475380.0,173809.55998635,24607.20771487423,,,42343,40223,15138.0,90534.0
RR,2010,11866202.54833084,124209.0,577050.0,265672.34564393,19977.414983667033,27.918094924192484,447.0,42193,40111,17101.0,84269.9
RR,2011,10590644.788025886,137755.0,651511.0,206343.39862525,17437.813190606685,27.196971774654326,2110.4,49664,46500,15802.0,43166.8
RR,2012,13033552.531398872,150791.0,686491.0,216725.11413624,22228.848219256637,27.417904328018224,809.6,52154,48359,18643.0,43806.7
RR,2013,22774398.41118604,163741.0,747045.0,241583.67074112,38253.45092052003,27.446855705465357,1554.4,62428,61176,18060.0,56912.6
RR,2014,26245525.65459474,177012.0,735962.0,282537.9363659,54178.98187756944,27.875487396001493,598.0000000000001,60450,59223,20091.0,114242.1
RR,2015,31955252.397917543,188989.0,794783.0,284887.72561914,72078.11547377337,28.225825619929154,26.6,65534,65113,22804.489999999998,117987.3
RR,2016,28755725.343996447,198768.0,780877.0,281019.52755,56310.408567126455,27.97457649205108,1529.7999999999997,64121,61462,26034.0,178876.9
RR,2017,22795787.98046401,207976.0,787318.0,292854.937294,40644.93719253546,27.915216340343243,1222.6,58398,57352,24131.0,57345.1
RR,2018,25182531.155836973,216545.0,817198.0,341991.270508,43496.79075873426,27.41851250845166,1810.6,75980,75815,28663.150999999998,124468.3
RR,2019,37867353.20552919,225799.0,879007.0,584393.576347,68417.78056492314,27.66994292237443,2178.8,81597,81597,22761.917,247923.1
